Date,Author,Item Title,Periodical Title,Language,Language 2,Location,Author Country 2,Publisher,Publisher City,Publisher Country,Genre,Number of Pages,Original Publication Date
2007,"Rossell, Judith",Piratenfluch,,German,,Australia,,Cbj,Munich,,,,2006
1999,"Roumain, Jacques",Gouverneurs De La Rosee,,English,,Haiti,,Educa Vision,"Coconut Creek, Fla.",,Fiction (Novel),,1944
1972,"Roumain, Jacques",Gouverneurs De La Rosée,,English,,Haiti,,Editeurs Français reunis,Paris,,,,1944
1947,"Roumain, Jacques",Masters Of The Dew,,English,,Haiti,,Reynal & Hitchcock,,,,180,1944
1972,"Roumain, Jacques",Ebony Wood: Bois-D'ébène. Poems,,English,,Haiti,,Interworld Press,New York,,Genre:,45,1972
2017,"Roumain, Jacques",Masters Of The Dew,,English,,Haiti,,"Caribbean Studies Press, an imprint of Educa Vision","Pompano Beach, FL",,,,1944
1972,"Roumain, Jacques",Gouverneurs De La Rosée: Roman,,French,,Haiti,,Editeurs Français reunis,Paris,,,,1944
2014,"Roumain, Jacques",La Montagne Ensorcelée,,French,,Haiti,,Éditions de la dodine,,,,61,1931
2013,"Roumain, Jacques",Gouverneurs De La Rosée,,French,,Haiti,,Le temps des cerises,,,,205,1944
1972,"Roumain, Jacques",La Montagne Ensorceleé,,Haitian Creole,,Haiti,,Messidor,Les Ed. Fran??ais R??unis,,,,1931
2013,"Roumain, Jacques",Gouverneurs De La Rosée: Roman,,French,,Haiti,,Zulma,,,,,1944
1972,"Roumain, Jacques",La Montagne Ensorcelée ; La Proie Et L'ombre. ; Griefs De L'homme Noir ; Poémes,,French,,Haiti,,Les Éditeurs français réunis,Paris,,,,1972
1996,"Roumain, Jacques; Damas, Léon-Gontran; Tardon, Raphaël; Zobel, Joseph; Carbet, Marie-Magdeleine; Lacrosil, Michéle; Alexis, Jacques Stéphen; Morand-Capasso, Florette; Magloire-Saint-Aude, Clément; Juminer, Bertène; Depestre, René; Hyvrard, Jeanne; Ceriote, Maryse; Condé, Maryse; Cholakian, Rouben Charles",Complete Narratives Of Francophone Caribbean Tales,,French,,,,E. Mellen Press,Lewiston,,,,1996
2020,"Gay, Roxane",Ayiti,,English,,United States,,Memoire d'encrier,,,,,2011
1988,"Roy, Namba",Black Albino,,English,,Jamaica,,Longman,Harlow,,,,1987
1986,"Roy, Namba",Black Albino,,English,,Jamaica,,Longman,Harlow,,,,1987
1961,"Roy, Namba",Black Albino,,English,,Jamaica,,New Literature,(London),,,,1987
1989,"Roy, Namba",Black Albino,,English,,Jamaica,,Longman,London,,,,1987
2006,"Rwanika, Drocella Mwisha",Sexualité Volcanique,,French,,United States,,L'Harmattan,Paris; Budapest; Kinshasa,,,,2006
1922,"Sabatini, Rafael",Captain Blood,,English,,Italy,,Echo Library,,,,,1922
2020,"Sadlier, Rosemary",The Kids Book Of Black Canadian History,,English,,Canada,,KIds Can Press,,,,,2003
1995,"Said, Edward W.; Julien, Claude; Zavala, Iris M; Saramago, Jose; Banuelos, Juan; Paz, Senel; Tsujii, Takashi; Madrid, Juan; Randall, Margaret; Gelman, Juan; Cantor, Roberto Burgos; labra, Carilda Oliver; de Oraa, Francisco; Marruz, Fina Garcia; Piglia, Ricardo; de Campos, Haroldo; Chiampi,Irlemar; Galich, Manuel; Aguirre, Isidora; Enzensberger, Hans Magnus; Rama, Angel; Jitrik, Noe; Santamaria, Haydee; Morejon, Nancy; Sarusky, Jaime; Sierra, Ernesto; Araujo, Nara",Revista Casa De Las Americas Julio-Septiembre De 1995.Numero 200.Saludos En El 200.Carta Del Che A Haydee,,Spanish,,Jerusalem,Canada,Casa de las Américas,Havana,Cuba,Nonfiction Book,191,1995
1975,"Saint-Amand, Edris","Essai D'explication De ""Dialogue De Mes Lampes""",,French,,Haiti,,Ateliers Fardin,Port-au-Prince,,Author Country:,,1942
2011,"Salandy-Brown, Marina; Dayal, Joan; Delon, Danielle; Browne, Miguel; Healy, Dara; Persad, Lylah; Perkins, Thelma; Ulerie, Theodora",Children's Stories From The Bocas Lit Fest 2011,,English,,Trinidad & Tobago,Trinidad & Tobago,Bocas Lit Fest,"Port of Spain, Trinidad & Tobago",,Fiction (Short Story Collection),,2011
1941,"Sale, Richard",Cape Spectre,"Argosy (New York, N.Y. : 1929) Argosy (New York, N.Y. : 1929)",English,,United States,,Argosy,,,,,1929
1970,"Salkey, Andrew",Orkanen,,Danish,,Panama,,Høst,Kbh.,,Fiction (Novel),123,1970
1964,"Salkey, Andrew",Hurricane,,English,,Panama,,Oxford University Press,,,Fiction (Novel),138,1964
1972,"Salkey, Andrew",Stories From The Caribbean: An Anthology,,English,,Panama,,Elek,London,,Fiction (Short Story Collection),,1965
1971,"Salkey, Andrew",Havana Journal,,English,,Panama,,Penguin,Harmondsworth,,,,1971
1971,"Salkey, Andrew",The Shark Hunters,,English,,Panama,,Nelson,London,,,,1971
1971,"Salkey, Andrew",Breaklight: An Anthology Of Caribbean Poetry,,English,,Panama,,Hamish Hamilton,London,,,,1971
1970,"Salkey, Andrew",Earthquake,,English,,Panama,,Oxford University Press,London,,Genre:,,1965
1970,"Salkey, Andrew",Island: Stories From The West Indies,,English,,Panama,,Liveright,New York,,,,1965
1970,"Salkey, Andrew",Escape To An Autumn Pavement,,English,,Panama,,Kraus International Publications,Nendeln (Liechtenstein); Kraus,,Author Country:,,1960
1969,"Salkey, Andrew",Jonah Simpson,,English,,Panama,,Oxford University Press,London,,,,1969
1967,"Salkey, Andrew",Riot,,English,,Panama,,Oxford University Press,London,,,,1967
1966,"Salkey, Andrew",Drought,,English,,Panama,,Oxford University Press,London,,,,1966
1966,"Salkey, Andrew",The Shark Hunters,,English,,Panama,,Nelson Caribbean,London,,,,1971
1965,"Salkey, Andrew",Stories From The Caribbean: An Anthology,,English,,Panama,,Elek Books,London,,,,1965
1960,"Salkey, Andrew",West Indian Stories,,English,,Panama,,Faber and Faber,London; Boston,,,,1960
1969,"Salkey, Andrew",The Adventures Of Catullus Kelly,,English,,Panama,,Hutchinson,London,,,,1969
1968,"Salkey, Andrew",The Late Emancipation Of Jerry Stover,,English,,Panama,,Hutchinson,London,,,,1968
1960,"Salkey, Andrew",Escape To An Autumn Pavement.,,English,,Panama,,Hutchinson,Pp. 207. Hutchinson,,,,1960
1970,"Salkey, Andrew",Jonah Simpson.,,English,,Panama,,Roy Publishers,New York,,,,1969
1965,"Salkey, Andrew",Earthquake,,English,,Panama,,Oxford University Press,London,,,,1965
1986,"Salkey, Andrew",Anancy And Andrew Salkey,,English,,Jamaica,,UWI,,Trinidad & Tobago,,,1986
1995,"San Souci, Robert D",The Faithful Friend,,English,,United States,,Simon & Schuster,,,,,1995
1982,"Sánchez, Luis Rafael",Macho Camacho's Beat,,English,,Puerto Rico,,Avon,New York,,Fiction (Novel),,1976
2001,"Sánchez, Luis Rafael",Macho Camacho's Beat,,English,,Puerto Rico,,Dalkey Archive Press,"Normal, IL",,Fiction (Novel),,1976
1997,"Sánchez, Luis Rafael",La Guaracha Del Macho Camacho,,Spanish,,Puerto Rico,,Ediciones de la flor,Buenos Aires,,Fiction (Novel),233,1976
2019,"Sandy, Derry",Greyborn Rising,,English,,Trinidad & Tobago,,CaribbeanReads Publishing,,,,,2019
2012,"Sankar, Anisah",Rosalind And The Hog People,,English,,Trinidad & Tobago,,Anisah Sankar,,,Fiction (Novel),,2012
2007,"Sansay, Leonora","Secret History, or, The Horrors of St. Domingo ; and, Laura",,English,,United States,,Broadview Editions,"Peterborough, Ont.; Orchard Park, NY",,,,2007
1972,"Sarduy, Severo",Cobra,,French,,Cuba,,Éditions du Seuil,,,,176,1972
1963,"Sarduy, Severo",Gestes,,French,,Cuba,,Éditions du Seuil,Paris,,,160,1963
1974,"Sarduy, Severo",Big-Bang,,Spanish,,Cuba,,Tusquets Editores S.A.,Barcelona,,,114,1973
2007,"Schama, Simon",Rough Crossings,,English,,United States,,Oberon Books,London,,,,
2010,"Schama, Simon","Rough Crossings: Britain, The Slaves And The American Revolution.",,English,,England,,CNIB,,,,,
2009,"Schatteman, Renée T.",Conversations With Caryl Phillips,,English,,United States,,University Press of Mississippi,,,,,
2013,"Schwarz-Bart, Simone",The Bridge Of Beyond,,English,,France,,New York Review Books,,,,,1972
1992,"Schwarz-Bart, Simone",Pluie Et Vent Sur Telumee Miracle,,English,,France,,Bristol Class Press,Bristol,,,,1972
2008,"Scott, Dennis, Walcott, Derek",Plays For Today,,English,,Trinidad & Tobago,St. Lucia,Longman Inc.,Harlow,England,Fiction (Short Story Collection),,2008
1994,"Scott, Lawrence","Ballad For The New World, And Other Stories",,English,,Trinidad & Tobago,,Heinemann,Oxford University Press,,Fiction (Short Story Collection),,1944
1993,"Scott, Lawrence",Witchbroom,,English,,Trinidad & Tobago,,Heinemann,Oxford University Press,,Fiction (Novel),,1993
1932,"Scott, R. J.C",One Night In Mosul - An Epidemic of Crime And Its Solution,Planters' Punch,English,,United States,,Planters' Punch,,,,,
1824,"Scott, Walter",Redgauntlet. A Tale of the Eighteenth Century,,English,,United Kingdom,,"Edinburgh, A. Constable and Co.; [etc., etc.]",,,Fiction (Novel),343,1824
2001,"Seaforth, Sybil; Cumberbatch, Winston",Caribbean Short Stories For Children,,English,,United Kingdom,England,Sybil Seaforth,Trinidad & Tobago,,,,2001
2004,"Ségalas, Anaïs",Récits Des Antilles: Le Bois De La Soufriére : Suivis D'un Choix De Poémes,,French,,Paris,,L'Harmattan,Paris,,,,2004
1977,"Selvon, Samuel",Moses Ovenpå,,Danish,,Trinidad & Tobago,,Olsen & Olsen,Fredensborg,,Fiction (Novel),186,1973
1979,"Selvon, Samuel",A Brighter Sun,,English,,Trinidad & Tobago,,Longman Drumbeat,London,,,,1953
1985,"Selvon, Samuel",A Brighter Sun,,English,,Trinidad & Tobago,,Longman,,,Fiction (Novel),215,1953
2008,"Selvon, Samuel",Moses Ascending,,English,,Trinidad & Tobago,,Penguin Books,,,Fiction (Novel),213,1975
2010,"Selvon, Samuel",The Lonely Londoners,,English,,Trinidad & Tobago,,Longman,,,Fiction (Novel),141,1956
1956,"Selvon, Samuel",The Lonely Londoners,,English,,Trinidad & Tobago,,Longman Publishing Group,,,Fiction (Novel),,1956
1987,"Selvon, Samuel",Ways Of Sunlight,,English,,Trinidad & Tobago,,Longman,"Harlow, Essex, England",,Fiction (Novel),,1957
1984,"Selvon, Samuel",Moses Ascending,,English,,Trinidad & Tobago,,Heinemann,Oxford University Press,,,,1975
1983,"Selvon, Samuel",Moses Ascending,,English,,Trinidad & Tobago,,Heinemann,London,,,,1975
1975,"Selvon, Samuel",Moses Ascending,,English,,Trinidad & Tobago,,Davis-Poynter,London,,,,1975
1990,"Selvon, Samuel",Moses Ascending,,English,,Trinidad & Tobago,,Heinemann,Oxford University Press,,,,1975
1989,"Selvon, Samuel",Moses Ascending,,English,,Trinidad & Tobago,,Heinemann,London u.a.,,,,1975
1971,"Selvon, Samuel",A Brighter Sun,,English,,Trinidad & Tobago,,Longman Caribbean,Port of Spain,,,,1953
1987,"Selvon, Samuel",The Lonely Londoners,,English,,Trinidad & Tobago,,Longman,"Burnt Mill, Harlow, Essex, England",,,141,1956
1987,"Selvon, Samuel",L'Ascension De Moise,,French,,Trinidad & Tobago,,Éditions Caribéennes,Paris,,,,1975
1988,"Selvon, Samuel",Moses Ascending,,English,,Trinidad & Tobago,,Heinemann,Oxford University Press,,,,1975
1989,"Senior, Olive",18th International Conference On Parallel Processing.,,English,,Jamaica,,John Wiley,Place of publication not identified,,Genre:,,1989
1983,"Senior, Olive",A - Z Of Jamaican Heritage,,English,,Jamaica,,Heinemann,"Kingston, Jamaica",,,,1983
1988,"Senior, Olive",A - Z Of Jamaican Heritage,,English,,Jamaica,,HEB Heinemann Educational Books Caribbean,"Kingston, Jamaica",,Genre:,,1983
1985,"Senior, Olive",Talking Of Trees,,English,,Jamaica,,Printed by Herald,"Mona, Jamaica",,,,1985
1986,"Senior, Olive",Summer Lightning And Other Stories,,English,,Jamaica,,Longman,Harlow,,,,1986
1990,"Senior, Olive",Summer Lightning And Other Stories,,English,,Jamaica,,Longman,Trinidad u.a.,,,,1986
1989,"Senior, Olive",Arrival Of The Snake-Woman: And Other Stories,,English,,Jamaica,,Longman,"Burnt Mill, Harlow, Essex, England",,,,1989
1990,"Senior, Olive",Arrival Of The Snake-Woman And Other Stories,,English,,Jamaica,,Longman Caribbean,Trinidad,,,,1989
2014,"Senior, Olive",Pepperpot: Best New Stories From The Caribbean,,English,,Jamaica,,Peekash Press,"Leeds, United Kingdom",,,190,2014
2014,"Senior, Olive",Dying To Better Themselves: West Indians And The Building Of The Panama Canal,Bocas Lit Fest,English,,Jamaica,,UWI Press,,,Nonfiction Book,,2014
2003,"Serra, Ana",New Man In Cuba: Culture And Identity In The Revolution,,English,,Spain,,Gainesville : University Press of Florida,Gainesville,,,,2007
2017,"Shah, S. M",Murder In Scarlett Island,,English,,United States,,NALIS,,,Fiction (Novel),,2017
1994,"Shewcharan, Narmala",Tomorrow Is Another Day,,English,,Guyana,,Peepal Tree,"Yorkshire, England",,Fiction (Novel),,1994
2002,"Shinebourne, Janice",The Last English Plantation,,English,,Guyana,,Peepal Tree,"Leeds, England",,Fiction (Novel),,1988
2015,"Siepel, Kevin H",Conquistador Voices (Vol I): The Spanish Conquest Of The Americas As Recounted Largely By The Participants,,English,,Angola,,Spruce Tree Press,,,,,2015
2015,"Siepel, Kevin H",Conquistador Voices (Vol II): The Spanish Conquest Of The Americas As Recounted Largely By The Participants,,English,,Angola,,Spruce Tree Press,,,,,2015
2013,"Silva, K. E",A Simple Distance,,English,,Portuguese,,Akashic Books,New York,,,,2006
2000,"Simmons-McDonald, Hazel",Silk Cotton And Other Trees,,English,,St. Lucia,,Ian Randle Publishers,,,Poetry Collection,,2000
2006,"Simmons-McDonald, Hazel",Exploring The Boundaries Of Caribbean Creole Languages,,English,,St. Lucia,,University of the West Indies Press,,,Nonfiction Book,,2006
2017,Simon Schama,Rough Crossings,,English,,Britain,,Bloomsbury Publishing,London,England,Nonfiction Book,,2017
1881,"Sinclair, Augustus C.; Fyte, Laurence R.; Musson, Samuel Paynter; Roxburgh, Thomas Laurence; Ford, Joseph Charles; Finlay, Acheson Arundel Cameron; Cundall, Frank; Jamaica Information Service (Jamaica)",The Handbook Of Jamaica,,English,,Jamaica,Jamaica,U.S. Government Printing Office,,,,,1881
1931,"Sinclair, David",The Haunting Of The Flamingo - An Old Superstition Of The Sea,Planters' Punch,English,,Australia,,Planters' Punch,,,,,1931
1995,"Singh, Roopnandan",Wild Maami,,English,,Guyana,,R. Singh,"Georgetown, Guyana",,,,1995
1995,"Singh, Roopnandan",Eve,,English,,Guyana,,R. Singh,"Georgetown, Guyana",,,,1995
2000,"Singh, Roopnandan",Shadow In The Dark,,English,,Guyana,,"R. Singh, in conjunction with the Association of Guyanese Writers and Artists","Georgetown, Guyana",,,,2000
2018,"Sital, Krystal A",Secrets We Kept,,English,,Trinidad & Tobago,,W.W. Norton & Company,,,,,2018
2018,"Sital, Krystal A",Secrets We Kept: Three Women Of Trinidad,,English,,Trinidad & Tobago,,W.W. Norton & Company,,,,,2018
2012,"Skye, Jaden","Death By Honeymoon: Caribbean Murder Series, Book 1",,English,,United States,,Jaden Skye,New York,,,,2011
2014,"Skye, Jaden",Death By Betrayal,,English,,United States,,Jaden Skye,,,,,2014
2014,"Skye, Jaden",Death By Proposal,,English,,United States,,Jaden Skye,,,,,2013
2012,"Skye, Jaden",A Perfect Stranger,,English,,United States,,Jaden Skye,New York,,,,2012
2014,"Skye, Jaden",Death By Obsession,,English,,United States,,Jaden Skye,,,,,2013
2017,"Skye, Jaden",No Place For Vengeance,,English,,United States,,Jaden Skye,,,,,2017
2015,"Skye, Jaden",Death By Temptation,,English,,United States,,Jaden Skye,,,,,2015
2014,"Skye, Jaden",Death By Engagement,,English,,United States,,Jaden Skye,,,,,2014
2018,"Skye, Jaden",No Place To Deceive,,English,,United States,,Jaden Skye,,,,,2018
2018,"Skye, Jaden","Death By Marriage: Caribbean Murder Series, Book 3",,English,,United States,,Jaden Skye,,,,,2011
2013,"Skye, Jaden",Death By Jealousy,,English,,United States,,Jaden Skye,Brooklyn,,,,2013
2017,"Skye, Jaden","No Place To Vanish: Murder In The Keys Series, Book 2",,English,,United States,,Jaden Skye,,,,,2017
2014,"Skye, Jaden",Death By Devotion,,English,,United States,,Jaden Skye,,,,,2014
2012,"Skye, Jaden",Death By Deceit,,English,,United States,,Jaden Skye,New York,,,,2012
2016,"Skye, Jaden",Death By Wedding,,English,,United States,,Jaden Skye,S.I.,,,,2016
2015,"Skye, Jaden",Death By Seduction,,English,,United States,,Jaden Skye,S.I.,,,,2015
2016,"Skye, Jaden",Death By Invitation,,English,,United States,,Jaden Skye,S.I.,,,,2016
2014,"Skye, Jaden",Death By Request,,English,,United States,,Jaden Skye,,,,,2014
2012,"Skye, Jaden",Death By Desire,,English,,United States,,Jaden Skye,S.I.,,,,2012
2012,"Skye, Jaden",Death By Divorce,,English,,United States,,Jaden Skye,Place of publication not identified,,,,2011
2012,"Skye, Jaden",Death By Honeymoon,,English,,United States,,Jaden Skye,S.I.,,,,2011
2020,"Smart, Ciannon",Witches Steeped In Gold,,English,,England,,HarperCollins,,,,,2021
1986,"Smith, Michael",It A Come,,English,,England,,Race Today Publications,London,,,,1986
1989,"Smith, Michael",It A Come,,English,,England,,City Lights Books,San Franciso,,,,1986
2000,"Smith, Zadie",White Teeth,,English,,United States,,Vintage Books,,,,,2000
1967,"Solomon, Michael Anthony",Foster Parents' Perceptions Of The Foster Child's Roles As A Member Of The Family.,,English,,United States,,"Smith College, School of Social Work",,,,,1967
2013,"Soverall, Jivan Kaur",Shadow Stories: West Indian Folktales. Volume 1,,English,,United States,,JIVAN KAUR SOVERALL,,,Fiction (Short Story Collection),,2013
1958,"Speare, Elizabeth George",The Witch Of Blackbird Pond,,English,,United States,,Boston : Houghton Mifflin Company,,,,262,1958
1993,"Spence, Vanessa",The Roads Are Down,,English,,Jamaica,,Heinemann,"Oxford; Portsmouth, NH",,Fiction (Novel),,1993
1936,"Springer, Eintou Pearl",Minty Alley By C.L.R. James: An Adaptation For Stage In Three Acts,,English,,Trinidad & Tobago,,Eintou Pearl Springer,Port of Spain,,,,1936
1980,"Springer, Eintou Pearl",The Caribbean: The Lands And Their Peoples,,English,,Trinidad & Tobago,,Silver Burdett Press,Macdonald Orbis,,,,1980
2006,"Stanley, Lyne-Marie",Abel: Roman,,French,,French Guiana,,Ibis Rouge,"Matoury, French Guiana",,,,2005
2014,"Stevenson, Robert Louis",Oileán An Órchiste,,Irish Gaelic,,United Kingdom,,"Indreabhán, Co. na Gaillimhe : Leabhar Breac",,,,,2014
2010,"Stone, Judy; Aiyejina, Funso",Moving Right Along: Caribbean Stories In Honour Of John Cropper,,English,,Australia,Nigeria,Lexicon,"Caroni, Trinidad & Tobago",,Fiction (Short Story Collection),,2010
1896,"Straker, David Agustus",A Trip To The Windward Islands,,English,,Barbados,,J. H. Stone & Co.,,,,,1896
2016,"Straker, David Augustus","A Trip To The Windward Islands: Or, Then and Now. By D. Augustus Straker",,English,,Barbados,,Palala Press,,,,150,2016
2010,"Straker, David Augustus",The New South Investigated,,English,,Barbados,,"Kessinger Publishing, LLC",,,,236,1888
2009,"Straker, David Augustus",The New South Investigated,,English,,Barbados,,General Books,"La Vergne, Tenn.",,,,1888
2013,"Stuart, Andrea",Josephine: The Rose Of Martinique,,English,,Jamaica,,Pan Books,,,,,2013
2013,"Stuart, Andrea",Sugar In The Blood: A Family's Story Of Slavery And Empire,,English,,Jamaica,,Alfred A. Knopf,,,,394,2013
2005,"Stuart, Andrea",The Rose Of Martinique: A Life Of Napoleon's Josephine,,English,,Jamaica,,Grove Press,,,,480,2003
2004,"Stuart, Andrea",The Rose Of Martinique: A Life Of Napoleon's Josephine,,English,,Jamaica,,Grove Press,New York,United States,,480,2003
2007,"Stuart, Andrea",The Rose Of Martinique: A Life Of Napoleon's Josephine,,English,,Jamaica,,"Grove/Atlantic, Inc",,,,500,2003
2013,"Stuart, Andrea",Sugar In The Blood: A Family's Story Of Slavery And Empire,,English,,Jamaica,,Tantor Media,,,,,2013
2004,"Suarez-Rivas, Maite",An Illustrated Treasury Of Latino Read-Aloud Stories: The World's Best-Loved Stories For Parent And Child To Share,,English,Spanish,United States,,Black Dog & Leventhal Publishers,New York,United States,,,2004
2013,"Subramanian, Shreerekha",Women Writing Violence: The Novel And Radical Feminist Imaginaries,,English,,United States,,Sage Publications,New Delhi,India,,,2013
2014,"Suero-Duran, Margarita","Muñeca Dominicana, Caribeño Tesoro",,English,Spanish,United States,,Xlibris,,,,,2014
1945,"Swanzy, Henry",Caribbean Voices.,Caribbean voices.,English,,Ireland,,Publisher not identified,,,,,1945
1999,"Sylvain, Georges",Cric? Crac!: Krik? Krak! : Fables Crèoles,,French,,Dominican Republic,,FOKAL,Port-au-Prince,Haiti,Fiction (Short Story Collection),,1999
2014,"Sylvain, Patrick",Textual Pleasures And Violent Memories In Edwidge Danticat Farming Of The Bones,IJLL International Journal of Language and Literature,English,,Haiti,,International Journal of Language and Literature,,,,,2014
2013,"Sylvain, Patrick",Masuife,,Haitian Creole,,Haiti,,Createspace Independent Publishing Platform,,,Fiction (Short Story Collection),84,2013
2022,"Sylvain, Patrick","Education Across Borders: Immigration, Race, And Identity",,English,,Haiti,,New Beacon Books,,,Nonfiction Book,,2022
2007,"Sylvain, Patrick","Love, Lust & Loss",,English,,Haiti,,Memoir d'encrier,,,Poetry Collection,,2007
2018,"Sylvain, Patrick",Underworlds,,English,,Haiti,,Central Square Press,,,Poetry Collection,,2018
2021,"Syvänne, Ilkka",Military History Of Late Rome 518–565,,English,,Finland,,Pen and Sword Military,Philadelphia,United States,,464,2021
2014,"Tadjo, Véronique",Far From My Father,,English,,France,,University of Virginia Press,,,,,2014
1998,"Tapp, Mara; Danticat, Edwidge",Mara Tapp Interviews Author Edwidge Danticat,,English,,United States,Haiti,Office of Cable Communication,Chicago,,,,1998
2017,"Taylor, Marcellus",Accountability In The Context Of Bahamian Education: Country Case Study,,English,,United States,,University of Michigan,,,Nonfiction Book,,2017
2002,"Teles, Gilberto Mendonça; Müller-Bergh, Klaus","Vanguardia Latino Americana: Historia, Crítica Y Documentos. Tomo II",,Spanish,,Brazil,Germany,Iberoamericana Editorial Vervuert,Frankfurt am Main; Madrid,,,,2002
1999,"Terré Morell, Claribel",Perverso Cubano,,Spanish,,Cuba,,La Bohemia,Buenos Aires,Argentina,,,1999
1874,The Hakluyt Society,The Capitivity Of Hans Stade Of Hesse In AD 1547-1555 AMong The Wild Tribes Of Eastern Brazil,,English,,England,,T. Richards,,,,,1874
1980,"Thelwell, Michael",The Harder They Come,,English,,Jamaica,,Grove Press,,,Fiction (Novel),,1980
2005,"Thelwell, Michael",The Harder They Come,,English,,Jamaica,,Grove Press,New York,United States,,,1980
1980,"Thelwell, Michael",The Harder They Come,,English,,Jamaica,,"Grove Press, Inc.",New York,United States,Genre: Fiction,399,1980
1980,"Thelwell, Michael",Nine Night Version: Excerpted By The Massachusetts Review From The Harder they Come,,English,,Jamaica,,"Grove Press, Inc.",New York,United States,,,1980
1941,"Thoby-Marcelin, Philippe",Dialogue Avec La Femme Endormie,,French,,Haiti,,"Éditions ""La Réserve""",Paris,France,,,1941
1980,"Thoby-Marcelin, Philippe; Marcelin, Pierre",Tous Les Hommes Sont Fous: Roman,,French,,Haiti,Haiti,Éditions Nouvelle Optique,Montréal,Canada,,,1980
1946,"Thoby-Marcelin, Philippe; Marcelin, Pierre",La Bete De Musseau: Roman,,French,,Haiti,Haiti,New York Ed. de la Maison Française,"New York, N.Y.",United States,,,1946
1944,"Thoby-Marcelin, Philippe; Marcelin, Pierre",Canapé-Vert,,English,,Haiti,Haiti,"Farrar, Straus and Giroux",New York; Toronto,,,,1944
1946,"Thoby-Marceline, Philippe; Marcelin, Pierre",La Bête De Musseau: Roman,,French,,Haiti,,"N.Y., Éditions de la Maison française, Inc",,,,218,1946
1936,"Thomarel, André",Regrets Et Tendresses: Prof. De Robert Chauvelot,,French,,France,,Union republican,Ch??lons,,,,1936
1930,"Thomarel, André",Contes & Paysages De La Martinique,,French,,France,,Imprimerie Antillaise,Fort-de-France,Martinique,,,1930
1994,"Thomas, H. Nigel",Spirits In The Dark,,English,,St. Vincent,,Heinemann,Oxford University Press,,Fiction (Novel),,1994
2014,"Thomas, H. Nigel",When The Bottom Falls Out: And Other Stories,,English,,St. Vincent,,TSAR Publications,,,Fiction (Short Story Collection),,2014
1869,"Thomas, J. J.",The Theory And Practice Of Creole Grammar,,English,,Trinidad & Tobago,,"Port-of-Spain, The Chronicle publishing office",,,Nonfiction Book,160,1869
2004,"Thomas, Sheree Renée",Dark Matter: Reading the Bones,,English,,United States,,Aspect,,,,,2004
1943,"Thompson, Claude",These My People,,English,,United States,,"The Herald Ltd., printers",Kingston,Jamaica,Nonfiction Book,,1943
2013,"Thompson, Gregory",A Water Cycle Story,,English,,United States,,CreateSpace Independent Publishing Platform,"Scotts Valley, CA",United States,Fiction (Novel),,2013
2013,"Thompson, Gregory",A Food Chain Story,,English,,United States,,CreateSpace Independent Publishing Platform,"Scotts Valley, CA",United States,Fiction (Novel),,2013
2013,"Thompson, Gregory",The Festival Of Pollination,,English,,United States,,CreateSpace Independent Publishing Platform,"Scotts Valley, CA",United States,Fiction (Novel),,2013
2013,"Thompson, Gregory",Flying To Paria,,English,,United States,,CreateSpace Independent Publishing Platform,"Scotts Valley, CA",United States,Fiction (Novel),,2013
2013,"Thompson, Gregory",Andy Discovers Christmas,,English,,United States,,CreateSpace Independent Publishing Platform,"Scotts Valley, CA",United States,,,2012
2013,"Thompson, Gregory",Where Is My Copper Rod?,,English,,United States,,CreateSpace Independent Publishing Platform,"Scotts Valley, CA",United States,,,2013
2014,"Thompson, Gregory",The Cry Of The Leatherback,,English,,United States,,CreateSpace Independent Publishing Platform,"Scotts Valley, CA",United States,Fiction (Novel),,2014
2018,"Thorndike, John",A Hundred Fires In Cuba,,English,,United States,,John Thorndike,,,,,2018
2019,"Toscana, David",The Enlightened Army,,English,,Mexico,,University of Texas Press,,,Fiction (Novel),,2019
1972,"Toure, Sekou; Copeland, Mary Shawn; DuBois, S. G.; Guillén, Nicolás; Hodges, Norman E.; Rogers, Harold S.",The Black Scholar January 1972 Journal Of Black Studies And Research,,English,,Guinea,United States,"Black World Foundation, Nathan Hare",,,,,1972
1971,"Tous, Adriana",La Poesia De Nicolas Guillen,,Spanish,,Cuba,,Ediciones Cultura Hispanica,Madrid,Spain,Poetry Collection,159,1971
1988,"Triana, Gladys; Arenas, Reinaldo","Exhibition, Drawings And Paintings: March-April 1988",,English,,Cuba,,"Cuban Museum of Art and Culture, Inc.","Miami, FL",United States,,,1988
1988,"Triana, Gladys; Arenas, Reinaldo","Transformation And Dynamics Through Motion: Exhibition, March-April 1988",,Spanish,,Cuba,,Cuban Museum of Art and Culture,"Miami, FL",United States,,,1988
1859,"Trollope, Anthony",The West Indies And The Spanish Main,,English,,England,,Chapman & Hall,London,United Kingdom,Genre:,,1859
2015,"Trotman, Wayne Gerard",Kaya Abaniah And The Father Of The Forest,,English,,Trinidad & Tobago,,Red Moon Productions Ltd.,,,Fiction (Novel),,2015
2015,"Trouillot, Évelyne",Memory At Bay,,English,,Haiti,,University of Virginia Press,,,,,2015
1975,"Trouillot, Henock",Dimension Et Limites De Jacques Roumain,,French,,Haiti,,Éditions Fardin,Port-au-Prince,Haiti,Genre:,,1975
